filepath,filename,parent_folder,original_class,mapped_class,duration_seconds,sample_rate,channels,extension,file_size_bytes,sha256,recording_group,validity_status
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/80.wav,80.wav,Unhealthy,Unhealthy,ABNORMAL,54.2166,48000,1,.wav,5205018,8d568d65f30a88b968dc47f688cbd9bc65ac3b4a490f8726c34d483eea47f8af,Unhealthy_80,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/81.wav,81.wav,Unhealthy,Unhealthy,ABNORMAL,10.765,48000,1,.wav,1033572,59b81fc52f37f5560886ae6e76e56971bed46fbbc0e8eb15955b6befee1d55bd,Unhealthy_81,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/82.wav,82.wav,Unhealthy,Unhealthy,ABNORMAL,30.6441,48000,1,.wav,2941968,fff9aedb85ec74123b3b3f7b3da1964a3a250f94377624b5f4d9067cea298628,Unhealthy_82,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/83.wav,83.wav,Unhealthy,Unhealthy,ABNORMAL,34.049,48000,1,.wav,3268836,59cdb48504efdcf2dc862171a0be9cc8a55a6cf80d9b3b6940a9af55e334f20d,Unhealthy_83,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/84.wav,84.wav,Unhealthy,Unhealthy,ABNORMAL,28.3741,48000,1,.wav,2724054,c48b85e638f09d120500be08f8ae7a961281ad7a1e500b842e8077678ed8e463,Unhealthy_84,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/85.wav,85.wav,Unhealthy,Unhealthy,ABNORMAL,26.1042,48000,1,.wav,2506140,8ad668d00caef3dcb5ee327a6ba967ed4505fb763d7b7899e1292f5d5078ce07,Unhealthy_85,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/86.wav,86.wav,Unhealthy,Unhealthy,ABNORMAL,3.5467,48000,1,.wav,340624,20753ad7eb604bb5604c87ad53d6f8757e82fda49840dccd4c11bd7bede6d48b,Unhealthy_86,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/87.wav,87.wav,Unhealthy,Unhealthy,ABNORMAL,4.398,48000,1,.wav,422344,110162c9ba5eb7d700e52bf434aa3758414a60461fc00a1c3e9e38e157716367,Unhealthy_87,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/88.wav,88.wav,Unhealthy,Unhealthy,ABNORMAL,6.6679,48000,1,.wav,640256,02975d1fc0b0078444322dfa3decf20b1bfa3fa3882787590f5e4429f609e758,Unhealthy_88,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/89.wav,89.wav,Unhealthy,Unhealthy,ABNORMAL,4.1852,48000,1,.wav,401914,1585c2528e216724b0d3c02b12fb714714e4caf8bf495e999f1bbe74a2fc847f,Unhealthy_89,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/9.wav,9.wav,Unhealthy,Unhealthy,ABNORMAL,16.5744,48000,1,.wav,1591372,ed0378c74134ec88668b887ccf0bf8837ad5e0b8c72ec08d8a14d7c4846763c1,Unhealthy_9,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/90.wav,90.wav,Unhealthy,Unhealthy,ABNORMAL,2.9084,48000,1,.wav,279338,c9ebe93576a000670015d215375c5f47ce5581b41c55583932e46de97503b626,Unhealthy_90,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/91.wav,91.wav,Unhealthy,Unhealthy,ABNORMAL,3.6177,48000,1,.wav,347434,dd9b7ed2cbe440705e9727646f508197ae2598e6cebb8d601c8385b544b9f1ba,Unhealthy_91,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/92.wav,92.wav,Unhealthy,Unhealthy,ABNORMAL,3.6886,48000,1,.wav,354244,756150c8d108c921fff64aa7ccbb55acd2b534246e89d53c358db67321cdc028,Unhealthy_92,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/93.wav,93.wav,Unhealthy,Unhealthy,ABNORMAL,1.9862,48000,1,.wav,190812,64a0c5e0097bd0ac24b375b6bd3bdbb95280fccfb770c4d9545623ed30331fac,Unhealthy_93,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/94.wav,94.wav,Unhealthy,Unhealthy,ABNORMAL,4.2561,48000,1,.wav,408724,a830ef746cfbc54288c80f47cb6ec84aa3ffe1a1f149c6f60fe6b59119247100,Unhealthy_94,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/95.wav,95.wav,Unhealthy,Unhealthy,ABNORMAL,10.0728,48000,1,.wav,967126,e29b41d19933915900a727fd1fd1df150f5c1e77873c3afd166c18a8be8b1785,Unhealthy_95,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/96.wav,96.wav,Unhealthy,Unhealthy,ABNORMAL,9.2216,48000,1,.wav,885408,004c2d790b38ea84be16517fcd71cff10241179b9092eafcffeac259dc15086e,Unhealthy_96,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/97.wav,97.wav,Unhealthy,Unhealthy,ABNORMAL,3.334,48000,1,.wav,320196,cb6dbb4ba20e898d0151b963f3ef2e1ce2ce718ecd43de4070e07b6e41f1e8be,Unhealthy_97,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/98.wav,98.wav,Unhealthy,Unhealthy,ABNORMAL,6.1714,48000,1,.wav,592588,1b676d6be404f718bbb77f1d5c1dc550135f59330e79422994a35121c87e5412,Unhealthy_98,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/99.wav,99.wav,Unhealthy,Unhealthy,ABNORMAL,0.4611,48000,1,.wav,44398,211dbb902d9895b3a4e4583e4af15beb5fc12172d28b6bdfd0790e64aa407370,Unhealthy_99,VALID
